Name,Citations,Affiliation,Most Recent 3 Papers
Javier Ferrando,371,Universitat Politècnica de Catalunya,Measuring the Mixing of Contextual Information in the Transformer; Towards opening the black box of neural machine translation: Source and target interpretations of the transformer; Improving accuracy and speeding up document image classification through parallel systems
